sastp1000,8.59606,5.2e-05
sastp1000,18.2862,0.000106
sastp1000,26.1314,0.000117
sastp1000,31.5676,0.000125
sastp1000,36.3188,0.000134
sastp1000,43.3185,0.000141
sastp1000,53.2132,0.000149
sastp1000,60.2118,0.000157
sastp1000,67.1607,0.000166
sastp1000,77.0902,0.000174
sastp1000,84.086,0.000183
sastp1000,92.685,0.000192
sastp1000,97.3584,0.0002
sastp1000,105.029,0.000208
sastp1000,113.941,0.000217
sastp1000,119.654,0.00023
sastp1000,129.193,0.00024
sastp1000,138.687,0.00025
sastp1000,146.349,0.000259
sastp1000,154.948,0.00027
sastp1000,164.818,0.00028
sastp1000,170.329,0.000291
sastp1000,177.955,0.000299
sastp1000,187.813,0.000311
sastp1000,196.795,0.00032
sastp1000,202.35,0.00033
sastp1000,207.197,0.000341
sastp1000,216.69,0.00035
sastp1000,224.655,0.000361
sastp1000,232.595,0.000371
sastp1000,240.118,0.00038
sastp1000,244.701,0.000391
sastp1000,254.208,0.000404
sastp1000,262.085,0.000415
sastp1000,271.743,0.000426
sastp1000,273.695,0.000438
sastp1000,283.122,0.000451
sastp1000,292.754,0.000464
sastp1000,300.387,0.000476
sastp1000,306.258,0.000488
sastp1000,312.931,0.000499
sastp1000,321.498,0.000512
sastp1000,327.143,0.000524
sastp1000,334.834,0.000537
sastp1000,342.529,0.000549
sastp1000,351.379,0.000561
sastp1000,360.077,0.000573
sastp1000,368.771,0.000584
sastp1000,377.696,0.000596
sastp1000,386.473,0.000609
sastp1000,391.045,0.000622
sastp1000,399.836,0.000635
sastp1000,408.673,0.000648
sastp1000,414.557,0.00066
sastp1000,419.5,0.000672
sastp1000,426.066,0.000687
sastp1000,431.936,0.000702
sastp1000,439.731,0.000716
sastp1000,446.504,0.00073
sastp1000,449.48,0.000743
sastp1000,455.394,0.000757
sastp1000,461.053,0.000771
sastp1000,466.688,0.000785
sastp1000,474.293,0.000799
sastp1000,483.085,0.000814
sastp1000,490.056,0.00083
sastp1000,493.839,0.000846
sastp1000,500.446,0.000863
sastp1000,508.445,0.00088
sastp1000,513.982,0.000896
sastp1000,523.743,0.000913
sastp1000,531.344,0.000929
sastp1000,540.898,0.000944
sastp1000,550.554,0.00096
sastp1000,558.164,0.000976
sastp1000,567.884,0.000993
sastp1000,574.723,0.001009
sastp1000,580.634,0.001026
sastp1000,583.634,0.001042
sastp1000,592.18,0.00106
sastp1000,601.56,0.001077
sastp1000,611.46,0.001094
sastp1000,621.267,0.001111
sastp1000,631.127,0.001128
sastp1000,640.984,0.001145
sastp1000,649.498,0.001163
sastp1000,652.206,0.00118
sastp1000,657.916,0.001198
sastp1000,665.788,0.001215
sastp1000,675.159,0.001234
sastp1000,683.004,0.001252
sastp1000,688.995,0.001271
sastp1000,698.326,0.001293
sastp1000,707.734,0.001314
sastp1000,717.712,0.001334
sastp1000,722.299,0.001352
sastp1000,731.864,0.001372
sastp1000,741.643,0.001391
sastp1000,748.556,0.00141
sastp1000,758.321,0.001428
sastp1000,766.052,0.001448
sastp1000,774.814,0.001467
sastp1000,783.538,0.001486
sastp1000,792.514,0.001505
sastp1000,799.514,0.001524
sastp1000,809.446,0.001543
sastp1000,814.265,0.001562
sastp1000,824.092,0.001582
sastp1000,827.708,0.001601
sastp1000,837.679,0.00162
sastp1000,847.566,0.00164
sastp1000,854.186,0.001659
sastp1000,863.09,0.001678
sastp1000,870.973,0.001698
sastp1000,872.886,0.001717
sastp1000,879.469,0.001737
sastp1000,884.216,0.001756
sastp1000,891.753,0.001776
sastp1000,897.251,0.001795
sastp1000,902.113,0.001815
sastp1000,910.712,0.001836
sastp1000,915.13,0.001858
sastp1000,920.713,0.001878
sastp1000,924.357,0.001899
sastp1000,934.119,0.001919
sastp1000,942.63,0.00194
sastp1000,951.344,0.001961
sastp1000,956.246,0.001981
sastp1000,962.221,0.002003
sastp1000,970.83,0.002024
sastp1000,980.616,0.002046
sastp1000,990.313,0.002068
sastp1000,998.127,0.002089
sastp1000,1003.96,0.00211
sastp1000,1012.59,0.002131
sastp1000,1021.27,0.002152
sastp1000,1026.92,0.002173
sastp1000,1035.9,0.002195
sastp1000,1044.4,0.002216
sastp1000,1053.94,0.002238
sastp1000,1061.61,0.002261
sastp1000,1071.48,0.002284
sastp1000,1078.35,0.002307
sastp1000,1086.89,0.002339
sastp1000,1092.53,0.002366
sastp1000,1095.35,0.002392
sastp1000,1102.23,0.002418
sastp1000,1108.84,0.002444
sastp1000,1115.71,0.00247
sastp1000,1125.71,0.002497
sastp1000,1135.14,0.002525
sastp1000,1143.7,0.002552
sastp1000,1152.36,0.002579
sastp1000,1162.04,0.002606
sastp1000,1167.04,0.002638
sastp1000,1173.4,0.002666
sastp1000,1181.99,0.002694
sastp1000,1190.62,0.002721
sastp1000,1198.34,0.00275
sastp1000,1206.03,0.002777
sastp1000,1216.02,0.002804
sastp1000,1225.02,0.002832
sastp1000,1230.64,0.002859
sastp1000,1234.28,0.002887
sastp1000,1242.77,0.002915
sastp1000,1251.32,0.002943
sastp1000,1260.16,0.002971
sastp1000,1269.06,0.002999
sastp1000,1279.01,0.003027
sastp1000,1287.58,0.003055
sastp1000,1293.45,0.003083
sastp1000,1303.12,0.003112
sastp1000,1309.95,0.00314
sastp1000,1318.77,0.003167
sastp1000,1324.45,0.003195
sastp1000,1334.35,0.003224
sastp1000,1340.99,0.003252
sastp1000,1346.74,0.00328
sastp1000,1354.68,0.003308
sastp1000,1360.35,0.003336
sastp1000,1369.74,0.003365
sastp1000,1375.35,0.003394
sastp1000,1384.35,0.003423
sastp1000,1389.12,0.003451
sastp1000,1396.1,0.00348
sastp1000,1403.1,0.003509
sastp1000,1412.53,0.003538
sastp1000,1421.21,0.003568
sastp1000,1428.68,0.003597
sastp1000,1433.34,0.003627
sastp1000,1443.34,0.003657
sastp1000,1446.32,0.003686
sastp1000,1455.95,0.003716
sastp1000,1465.39,0.003747
sastp1000,1474.92,0.003777
sastp1000,1483.87,0.003807
sastp1000,1490.52,0.003837
sastp1000,1495.99,0.003868
sastp1000,1505.98,0.003898
sastp1000,1515.62,0.003929
sastp1000,1525.49,0.00396
sastp1000,1532.47,0.00399
sastp1000,1541.29,0.004021
sastp1000,1549.27,0.004051
sastp1000,1550.81,0.004081
sastp1000,1560.43,0.004112
sastp1000,1566.98,0.004142
sastp1000,1573.68,0.004173
sastp1000,1580.67,0.004205
sastp1000,1588.09,0.004237
sastp1000,1593.48,0.00427
sastp1000,1602.47,0.004302
sastp1000,1611.31,0.004334
sastp1000,1619.95,0.004366
sastp1000,1629.93,0.004399
sastp1000,1636.67,0.004431
sastp1000,1644.58,0.004463
sastp1000,1651.29,0.004496
sastp1000,1659.66,0.004529
sastp1000,1669.12,0.004563
sastp1000,1677.79,0.004596
sastp1000,1686.6,0.004629
sastp1000,1693.23,0.004663
sastp1000,1697.66,0.004698
sastp1000,1707.61,0.004733
sastp1000,1716.3,0.004768
sastp1000,1724.73,0.004803
sastp1000,1732.16,0.004838
sastp1000,1742.15,0.004873
sastp1000,1750.73,0.004908
sastp1000,1760.54,0.004944
sastp1000,1769.01,0.004979
sastp1000,1775.87,0.005014
sastp1000,1785.51,0.00505
sastp1000,1793.27,0.005086
sastp1000,1801.88,0.005122
sastp1000,1810.71,0.005158
sastp1000,1820.41,0.005194
sastp1000,1825.29,0.005229
sastp1000,1833.06,0.005265
sastp1000,1840.86,0.005301
sastp1000,1848.84,0.005337
sastp1000,1858.32,0.005373
sastp1000,1867.12,0.005409
sastp1000,1869.11,0.005445
sastp1000,1876.69,0.005485
sastp1000,1886.52,0.005525
sastp1000,1892.42,0.005564
sastp1000,1898.95,0.005604
sastp1000,1908.81,0.005643
sastp1000,1918.54,0.005683
sastp1000,1924.14,0.005722
sastp1000,1933.84,0.005762
sastp1000,1943.82,0.005801
sastp1000,1947.81,0.00584
sastp1000,1952.81,0.005879
sastp1000,1959.23,0.00592
sastp1000,1968.95,0.00596
sastp1000,1977.49,0.006001
sastp1000,1983.1,0.006042
sastp1000,1990.78,0.006084
sastp1000,2000.21,0.006126
sastp1000,2006.94,0.006168
sastp1000,2013.48,0.006209
sastp1000,2019.41,0.006251
sastp1000,2029.32,0.006292
sastp1000,2036.28,0.006357
sastp1000,2042.26,0.006419
sastp1000,2045.15,0.00648
sastp1000,2053.43,0.006542
sastp1000,2062.99,0.006588
sastp1000,2071.68,0.006632
sastp1000,2080.29,0.006675
sastp1000,2090.16,0.006718
sastp1000,2098.57,0.00676
sastp1000,2107.34,0.006803
sastp1000,2116.98,0.006846
sastp1000,2125.95,0.00689
sastp1000,2133.7,0.006933
sastp1000,2141.6,0.006976
sastp1000,2151.6,0.007019
sastp1000,2160.15,0.007063
sastp1000,2167,0.007107
sastp1000,2169.8,0.007151
sastp1000,2179.63,0.007195
sastp1000,2187.28,0.007239
sastp1000,2194.97,0.007283
sastp1000,2202.97,0.007328
sastp1000,2212.5,0.007372
sastp1000,2221.41,0.007416
sastp1000,2231.24,0.00746
sastp1000,2238.98,0.007504
sastp1000,2246.98,0.007548
sastp1000,2251.37,0.007592
sastp1000,2260.86,0.007638
sastp1000,2268.73,0.007683
sastp1000,2276.72,0.007728
sastp1000,2282.58,0.007773
sastp1000,2291.39,0.007819
sastp1000,2296.12,0.007864
sastp1000,2304.82,0.007909
sastp1000,2314.73,0.007955
sastp1000,2323.72,0.008
sastp1000,2329.65,0.008045
sastp1000,2339.33,0.00809
sastp1000,2344.96,0.008135
sastp1000,2350.53,0.008181
sastp1000,2359.09,0.008233
sastp1000,2365.77,0.008279
sastp1000,2375.43,0.008326
sastp1000,2383.37,0.008372
