sastp1000,4283.7,1.52169
sastp1000,4278.66,1.32085
sastp1000,4281.85,1.36105
sastp1000,4282.6,1.58589
sastp1000,4278.71,1.23678
sastp1000,4280.04,1.25659
sastp1000,4282.57,1.47866
sastp1000,4282.58,1.41536
sastp1000,4282.11,1.44779
sastp1000,4283.96,1.5999
sastp1000,4281.69,1.28914
sastp1000,4282.68,1.42745
sastp1000,4282.17,1.35305
sastp1000,4278.87,1.27907
sastp1000,4281.24,1.35091
sastp1000,4282.42,1.36443
sastp1000,4284.38,1.5475
sastp1000,4282.06,1.47839
sastp1000,4281.43,1.43538
sastp1000,4283.96,1.72263
sastp1000,4282.88,1.41712
sastp1000,4279.94,1.2576
sastp1000,4283.55,1.56475
sastp1000,4282.47,1.39925
sastp1000,4280.16,1.34782
sastp1000,4281.38,1.4882
sastp1000,4281.76,1.40236
sastp1000,4280.8,1.28436
sastp1000,4281.94,1.48434
sastp1000,4281.39,1.46544
