sastp10,43.2979,0.015061,0.001377
sastp10,43.2979,0.014708,0.001021
sastp10,43.2979,0.014897,0.000848
sastp10,43.2979,0.014757,0.000846
sastp10,43.2979,0.01408,0.000808
sastp10,43.2979,0.014402,0.000795
sastp10,43.2979,0.014666,0.00084
sastp10,43.2979,0.015771,0.000836
sastp10,43.2979,0.01562,0.000836
sastp10,43.2979,0.017446,0.00375
sastp10,43.2979,0.015756,0.000827
sastp10,43.2979,0.016393,0.002713
sastp10,43.2979,0.01598,0.000772
sastp10,43.2979,0.014884,0.00084
sastp10,43.2979,0.013313,0.001509
sastp10,43.2979,0.015599,0.000884
sastp10,43.2979,0.01455,0.000857
sastp10,43.2979,0.014553,0.000918
sastp10,43.2979,0.014163,0.00094
sastp10,43.2979,0.014325,0.000846
sastp10,43.2979,0.014613,0.000844
sastp10,43.2979,0.014272,0.00094
sastp10,43.2979,0.014074,0.001438
sastp10,43.2979,0.033166,0.000892
sastp10,43.2979,0.014708,0.000843
sastp10,43.2979,0.014177,0.000836
sastp10,43.2979,0.014581,0.000873
sastp10,43.2979,0.014715,0.000862
sastp10,43.2979,0.029864,0.000799
sastp10,43.2979,0.014581,0.000841
sastp100,501.195,2.93094,0.883851
sastp100,503.227,4.57595,2.53802
sastp100,504.407,2.87087,0.816483
sastp100,503.716,4.04517,1.98968
sastp100,502.101,2.49957,0.391294
sastp100,503.543,4.81262,2.77362
sastp100,503.104,3.87028,1.77957
sastp100,503.385,4.1074,2.08549
sastp100,503.025,5.44588,3.40522
sastp100,502.464,3.85579,1.81177
sastp100,504.036,2.59911,0.537271
sastp100,502.401,2.81006,0.698096
sastp100,502.573,4.03411,2.04342
sastp100,503.716,5.68046,3.7005
sastp100,504.045,4.30682,2.28715
sastp100,503.72,4.38305,2.33687
sastp100,502.728,2.70077,0.611397
sastp100,502.233,2.76964,0.719927
sastp100,504.023,7.79127,5.77235
sastp100,503.143,5.14866,3.10359
sastp100,502.11,2.17923,0.092274
sastp100,503.245,4.15936,2.16448
sastp100,504.127,4.63871,2.5681
sastp100,503.176,4.91794,2.92115
sastp100,503.416,4.72547,2.79661
sastp100,503.788,3.20869,1.142
sastp100,502.589,3.17088,1.13475
sastp100,503.082,3.3763,1.34809
sastp100,502.452,2.9403,0.875525
sastp100,502.326,2.23743,0.090207
sastp1000,5449.18,1004.73,723.615
sastp1000,5446.12,1010.25,960.702
sastp1000,5450.13,1037.18,613.895
sastp1000,5448.29,1045.38,150.53
sastp1000,5447.05,1022.17,799.035
sastp20,72.4877,0.052718,0.002905
sastp20,70.4877,0.050313,0.015246
sastp20,72.4877,0.050706,0.003743
sastp20,70.4877,0.045814,0.004613
sastp20,70.9784,0.055279,0.002156
sastp20,72.4877,0.054345,0.009096
sastp20,72.4877,0.066771,0.025646
sastp20,72.4877,0.070796,0.037692
sastp20,72.4877,0.053281,0.004375
sastp20,72.4877,0.050729,0.010215
sastp20,72.4877,0.063421,0.015589
sastp20,72.4877,0.058386,0.022283
sastp20,72.4877,0.056128,0.004238
sastp20,72.4877,0.066285,0.013849
sastp20,72.4877,0.052841,0.016546
sastp20,72.4877,0.04849,0.004051
sastp20,72.4877,0.063073,0.024818
sastp20,72.4877,0.060997,0.020826
sastp20,72.4877,0.055024,0.008097
sastp20,72.4877,0.05847,0.02498
sastp20,72.4877,0.055415,0.020889
sastp20,72.4877,0.050493,0.002452
sastp20,72.4877,0.05475,0.00427
sastp20,72.4877,0.056195,0.011601
sastp20,70.4877,0.060845,0.008389
sastp20,72.4877,0.043514,0.004465
sastp20,72.4877,0.046899,0.00217
sastp20,72.4877,0.052705,0.004208
sastp20,72.4877,0.062824,0.007621
sastp20,72.4877,0.056675,0.015075
sastp200,973.347,18.2793,6.93763
sastp200,968.159,12.0158,0.462318
sastp200,969.36,27.6558,16.4156
sastp200,971.183,15.2636,3.74328
sastp200,969.406,31.7517,20.5598
sastp200,971.082,21.3782,10.1586
sastp200,969.275,38.345,27.2413
sastp200,970.076,39.0615,27.8157
sastp200,969.395,19.6214,8.29744
sastp200,970.335,12.2573,0.487401
sastp200,968.664,11.984,0.429548
sastp200,971.367,21.885,10.956
sastp200,970.338,21.9149,10.6538
sastp200,971.307,19.5896,8.25842
sastp200,972.288,41.5395,30.2135
sastp200,970.197,39.3427,27.6698
sastp200,967.52,15.6339,3.84949
sastp200,972.092,17.7797,6.10405
sastp200,971.011,17.8883,6.56499
sastp200,970.009,24.4398,13.281
sastp200,971.122,35.0279,23.8724
sastp200,969.058,15.8415,4.27944
sastp200,970.508,49.0566,37.7275
sastp200,970.081,29.6533,18.3599
sastp200,971.415,42.0401,30.4722
sastp200,973.044,16.9113,5.62268
sastp200,971.215,14.1973,2.3826
sastp200,971.547,19.1553,7.58892
sastp200,970.154,38.3466,27.3605
sastp200,969.453,26.4493,15.6292
sastp50,212.625,0.444034,0.100694
sastp50,210.584,0.862701,0.492581
sastp50,211.222,0.555202,0.168162
sastp50,212.208,0.686115,0.300216
sastp50,209.799,0.465114,0.036331
sastp50,211.625,1.03166,0.654105
sastp50,210.432,0.866392,0.489611
sastp50,211.625,0.574875,0.195964
sastp50,210.584,0.705946,0.333057
sastp50,210.452,0.724621,0.354655
sastp50,210.891,0.472261,0.071452
sastp50,210.891,0.620625,0.235428
sastp50,211.205,0.431216,0.035543
sastp50,210.625,0.458495,0.086345
sastp50,210.584,0.536104,0.154743
sastp50,211.193,1.17535,0.787412
sastp50,210.923,0.753917,0.396074
sastp50,211.625,0.427044,0.046492
sastp50,210.625,0.672729,0.297862
sastp50,210.584,0.519836,0.143089
sastp50,210.584,0.780437,0.417471
sastp50,210.39,0.844188,0.449314
sastp50,211.625,0.485291,0.079535
sastp50,210.584,0.713457,0.287527
sastp50,210.678,0.740448,0.374378
sastp50,211.91,0.457209,0.082142
sastp50,211.625,0.50119,0.128751
sastp50,210.584,0.53846,0.175611
sastp50,210.432,0.576354,0.177225
sastp50,210.584,1.08668,0.722743
sastp500,2613.09,159.808,6.27785
sastp500,2615.12,271.904,120.794
sastp500,2611.38,219.722,63.2749
sastp500,2613.43,201.268,46.0624
sastp500,2615.46,206.099,50.947
