sastp10,41.8889,0.000221
sastp20,72.4877,0.001013
sastp50,204.297,0.020948
sastp100,484.264,0.162953
sastp200,965.235,0.718736
sastp500,2603.03,14.0349
sastp1000,5445.07,190.657
