sastp10,43.2979,0.013723,0.000851
sastp10,43.2979,0.013449,0.000819
sastp10,43.2979,0.013566,0.000733
sastp10,43.2979,0.01343,0.000771
sastp10,43.2979,0.013805,0.000726
sastp10,43.2979,0.013521,0.000798
sastp10,43.2979,0.014696,0.001738
sastp10,43.2979,0.01397,0.000817
sastp10,43.2979,0.013602,0.00081
sastp10,43.2979,0.014123,0.000795
sastp10,43.2979,0.013539,0.000795
sastp10,43.2979,0.023253,0.011897
sastp10,43.2979,0.013587,0.000781
sastp10,43.2979,0.013438,0.000696
sastp10,43.2979,0.013629,0.000806
sastp10,43.2979,0.016681,0.003804
sastp10,43.2979,0.01378,0.00075
sastp10,43.2979,0.0136,0.000778
sastp10,43.2979,0.013698,0.000869
sastp10,43.2979,0.022523,0.010981
sastp10,43.2979,0.013434,0.000806
sastp10,43.2979,0.013786,0.000808
sastp10,43.2979,0.013687,0.000804
sastp10,43.2979,0.013921,0.000861
sastp10,43.2979,0.013777,0.000794
sastp10,43.2979,0.014351,0.001278
sastp10,43.2979,0.013567,0.000763
sastp10,43.2979,0.013675,0.000731
sastp10,43.2979,0.014098,0.000796
sastp10,43.2979,0.013468,0.000784
sastp100,503.519,6.58119,4.89994
sastp100,503.048,4.72017,3.07067
sastp100,503.72,6.3606,4.75526
sastp100,503.77,5.87419,4.22703
sastp100,502.561,4.41593,2.76529
sastp100,503.16,2.32883,0.277775
sastp100,504.026,5.65443,3.98226
sastp100,504.738,7.26432,5.77418
sastp100,503.519,6.97341,5.30839
sastp100,503.664,6.86668,5.22529
sastp100,502.153,2.5434,0.575195
sastp100,503.519,2.84269,0.824903
sastp100,502.776,3.9616,2.19966
sastp100,504.314,7.58255,5.994
sastp100,504.089,4.8581,3.24282
sastp100,503.664,6.19785,4.51374
sastp100,504.006,6.97933,5.48092
sastp100,501.513,3.17769,1.09875
sastp100,502.616,2.57093,0.530285
sastp100,503.201,4.88781,3.14079
sastp100,503.178,3.05003,0.963411
sastp100,502.018,2.09643,0.091956
sastp100,502.616,2.41555,0.360427
sastp100,502.589,2.19851,0.094394
sastp100,502.436,3.13683,1.11421
sastp100,504.636,5.6507,4.18623
sastp100,503.784,2.54227,0.517891
sastp100,504.573,11.2343,9.63195
sastp100,503.664,5.13247,3.49194
sastp100,504.636,9.80626,8.49144
sastp1000,5447.25,1029.14,801.367
sastp1000,5448.43,1033.39,1033.39
sastp1000,5446.27,1014.26,889.711
sastp1000,5449.18,1014.96,900.734
sastp1000,5448.12,1033.66,994.462
sastp20,72.4877,0.056573,0.01004
sastp20,72.4877,0.053839,0.004427
sastp20,72.4877,0.052792,0.007474
sastp20,72.4877,0.064498,0.017044
sastp20,72.4877,0.070219,0.025209
sastp20,72.4877,0.073395,0.028057
sastp20,72.4877,0.098003,0.06506
sastp20,72.4877,0.067037,0.024791
sastp20,72.4877,0.062033,0.016358
sastp20,72.4877,0.05175,0.006277
sastp20,72.4877,0.061923,0.01631
sastp20,72.4877,0.064043,0.019569
sastp20,72.4877,0.053552,0.007383
sastp20,72.4877,0.056256,0.007983
sastp20,72.4877,0.045685,0.001813
sastp20,72.4877,0.050649,0.006058
sastp20,72.4877,0.081125,0.036638
sastp20,72.4877,0.048973,0.004815
sastp20,72.4877,0.081271,0.042016
sastp20,72.4877,0.050909,0.002424
sastp20,72.4877,0.060416,0.012522
sastp20,72.4877,0.069017,0.021579
sastp20,72.4877,0.062284,0.01722
sastp20,72.4877,0.051502,0.00534
sastp20,72.4877,0.052236,0.007262
sastp20,72.4877,0.083834,0.04005
sastp20,72.4877,0.05087,0.002587
sastp20,72.4877,0.061509,0.017705
sastp20,72.4877,0.097503,0.055518
sastp20,72.4877,0.059846,0.015131
sastp200,972.596,34.611,25.3559
sastp200,973.356,21.2175,11.7309
sastp200,971.255,20.7967,10.8913
sastp200,972.202,32.7324,23.5666
sastp200,973.538,31.6105,22.5133
sastp200,969.106,11.7682,0.936946
sastp200,971.464,24.3789,15.5173
sastp200,970.007,15.6015,4.99042
sastp200,969.649,18.7922,8.9632
sastp200,969.108,17.37,7.42213
sastp200,970.04,12.7758,1.82179
sastp200,974.003,33.466,24.9516
sastp200,972.005,14.9686,4.6032
sastp200,971.419,32.7984,23.979
sastp200,970.222,16.5954,6.30913
sastp200,971.458,35.486,26.7209
sastp200,971.014,37.9201,28.897
