problem,stamina,time
sastp10,43.2979,0.000349
sastp20,67.2554,0.002294
sastp50,175.745,0.0127
sastp100,402.286,0.030447
sastp200,833.037,0.101778
sastp500,2200.94,1.55123
sastp1000,4495.62,5.62041
