problem,stamina,time
sastp10,43.2979,0.000242
sastp20,67.9204,0.000463
sastp50,172.784,0.001767
sastp100,377.885,0.008368
sastp200,802.199,0.011204
sastp500,2041.32,0.0768
sastp1000,4311.8,0.322069
