problem,stamina,time
sastp10,43.2979,0.000112
sastp20,67.2554,0.002365
sastp50,178.564,0.013751
sastp100,384.874,0.02014
sastp200,857.64,0.078691
sastp500,2213.13,0.655143
sastp1000,4551.06,4.05179
